worker,declaration,answer
A2LV5QYHH24OMY,cheaper clothes and bigger sales/discounts,Price
A2I3Y0L38HMQLZ,it is easy to navigate around,Navigation
A2I3Y0L38HMQLZ,perhaps you could minimise the cost of p&p,Delivery
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,GET better clothes,Products
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,i love everything!,None
A1KYGP10BH4FXU,GET SIZE 36,Size
A2I3Y0L38HMQLZ,The site is very good&#44; the only problem i'm having is resetting my password as it is not sending me an email to re-set it&#44; so i cant order the clothes i want.,None
A2LV5QYHH24OMY,i have clicked 'confirm and pay' numerous times and nothing has happened.,Latency
A2LV5QYHH24OMY,allow shipments to germany,Delivery
A312KFQ78WB3A4,free delivery,Delivery
A2LV5QYHH24OMY,make things cheaper,Price
A2LV5QYHH24OMY,they look disgusting.,None
A2LV5QYHH24OMY,MAKE THINGS CHEAPER PLEASE,Price
A2LV5QYHH24OMY,So far ok.,None
A2I3Y0L38HMQLZ,restock on your shoes - ive tried looking for your cold sequin heel with the rest balck,Stock
A2LV5QYHH24OMY,site very thouhgtful helpful also,Navigation
A2LV5QYHH24OMY,bullocks,None
A2LV5QYHH24OMY,saved items,Navigation
A2BWMYV8JU7RO4,lower prices!!!!!!!!!!!!!,Price
A2BWMYV8JU7RO4,lacks really bright colour.....bit of sloppy look...,Navigation
A1KYGP10BH4FXU,:D all  is good,None
A2I3Y0L38HMQLZ,I think you need to work on customer service and price,Price
A312KFQ78WB3A4,lower your prices,Price
A312KFQ78WB3A4,I LOVE IT.,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,Thank you.,None
A2LV5QYHH24OMY,LOWER YOUR PRICES,Price
A2LV5QYHH24OMY,Make the clothes less expensive :),Price
A312KFQ78WB3A4,CHEAPER IM POOR THANKS TO YOU AND YOUR AMAZING CLOTHES AND MAKE UP :'(,Price|Products
A2I3Y0L38HMQLZ,make products cheaper&#44; Tar x,Price
A2I3Y0L38HMQLZ,I like how easy the website is to use!,Navigation
A2LV5QYHH24OMY,Free delivery on orders over £100 please :),Delivery
A2LV5QYHH24OMY,lower prices&#44;,Price
A2LV5QYHH24OMY,Love it!!,None
A2LV5QYHH24OMY,I think the money should be converted into the country you have changed it too.,MoreFunc
A312KFQ78WB3A4,Nothing :),None
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,make things cheaper,Price
A1KYGP10BH4FXU,size 13 men's shoes would be nice,Size
A2QN0EGBRGJU1M,i think there is not enough choice of clothing on this website,Range
A2I3Y0L38HMQLZ,not very good,None
A2LV5QYHH24OMY,Easy layout (:,Navigation
A2I3Y0L38HMQLZ,Spend giftcards online?,MoreFunc
A2I3Y0L38HMQLZ,Hello!,None
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,bring down the prices on everything i hardly buy anything from here anymore i just go on ebay?,Price
A312KFQ78WB3A4,bigger sizes,Size
A2BWMYV8JU7RO4,please stock up quickly when an iteam is out of stock,Stock
A2LV5QYHH24OMY,free delivery to greece !!!!!!!!!!!!,Delivery
A1KYGP10BH4FXU,lower prices.,Price
A1LRRDBA84ITCJ,its easy to navigate and find the products you want,Navigation
A2BWMYV8JU7RO4,you should be able to click more than one types of top/dress etc when you narrow your search,MoreFunc
A2LV5QYHH24OMY,your sale prices are very unclear!,Price
A312KFQ78WB3A4,Asi no dudariamos tanto en comprar.,None
A2LV5QYHH24OMY,thanks,None
A2I3Y0L38HMQLZ,cheaper please,Price
A2BWMYV8JU7RO4,pictures of clothes on models to see how they properly fit,Images
A2I3Y0L38HMQLZ,the clothes are lovely,Products
A312KFQ78WB3A4,all good,None
A2I3Y0L38HMQLZ,Being able to save your shopping basket so you can return later,MoreFunc
A312KFQ78WB3A4,i like the layout,Navigation
A2LV5QYHH24OMY,Lower the price on things that just sit there for months on end in the sale category.,Price
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,Well&#44; I've been here for about five minutes and I really can't see any problems to speak of; the site is simple&#44; straightforward and easy to navigate through :),Navigation
A2I3Y0L38HMQLZ,You have a lot on your website - some stores have a limited collection to view online,Range
A1KYGP10BH4FXU,I love your site!,Navigation
A312KFQ78WB3A4,It should be easier to navigate and find the specific clothes&#44; you are searching for,Navigation
A312KFQ78WB3A4,the site is too long nd slow,Latency
A2LV5QYHH24OMY,price,Price
A2I3Y0L38HMQLZ,its very good,None
A2I3Y0L38HMQLZ,make it faster,Latency
A34M93NJC830DP,You have lots of nice clothes- a bit out of my price range perhaps-,Price|Products
A312KFQ78WB3A4,hello,None
A2I3Y0L38HMQLZ,Unusual Items that are very chic.,Range
A312KFQ78WB3A4,Hello,None
A2I3Y0L38HMQLZ,make it cheaper,Price
A2I3Y0L38HMQLZ,Saves trawling through big long lists of items.,Navigation
A312KFQ78WB3A4,everything,None
A312KFQ78WB3A4,love everything!,None
A2I3Y0L38HMQLZ,stop making this survey pop up halfway through filling out the payment forms!,Navigation
A2LV5QYHH24OMY,It's great to discover you!,None
A2I3Y0L38HMQLZ,make it cheap prices then peopple can buy more flowers from this web site,Price
A2LV5QYHH24OMY,I would like to see a posibility to reserve items for a time period before the eitem is free for someone else to shop or you have to complete the buy.,MoreFunc
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,get more bigger sizes in store,Size
A2LV5QYHH24OMY,NOTHING,None
A2LV5QYHH24OMY,international customers are unable to contact the store by email.,MoreFunc
A3SWVCOJPJM7KQ,Lower prices,Price
A312KFQ78WB3A4,ease of use,Navigation
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,i think student discount should be higher and it would be great if delivery was free i would definitely buy more,Delivery|Price
A2LV5QYHH24OMY,be cheaper,Price
A2I3Y0L38HMQLZ,I like the good quality of photos.,Images
A2QN0EGBRGJU1M,you have no plain blake bikini bottoms.,Range
A2LV5QYHH24OMY,nothing everything is easy to use well done !!!!!,Navigation
AVX3SWFMBEPMZ,Otherwise you're doing great :),None
A2LV5QYHH24OMY,CHEAPER x x,Price
A2LV5QYHH24OMY,you could offer student discount online not only in-store,MoreFunc
A2I3Y0L38HMQLZ,am very disappointed with your site as was excited about my order for size 5 boots only to be told the following day that you had cancelled my order due to no stock after all .Pamela millar,Stock
A312KFQ78WB3A4,bigger sizes,Size
A2LV5QYHH24OMY,be cheaper,Price
A2LV5QYHH24OMY,get better clothes,Products
A2I3Y0L38HMQLZ,everything is good,None
A2LV5QYHH24OMY,I have not yet received my goods,Delivery
A2BWMYV8JU7RO4,maybe a wishlist to remember,MoreFunc
A2LV5QYHH24OMY,excellent,None
A312KFQ78WB3A4,Thanks,None
A3E157ZN8XPUKJ,very good,None
A2LV5QYHH24OMY,cheaper clothes please :D,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,variety,Range
A2I3Y0L38HMQLZ,Love it!,None
A1KYGP10BH4FXU,the website is slow to run.,Latency
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,u can improve on the page is that its very slow,Latency
A2I3Y0L38HMQLZ,make items more cheaper and be able to not use 100 pounds to buy things make it like 50 pounds,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,some products are out of stock which are still listed on the site so I think that they should be removed until there is some stock,Stock
A2LV5QYHH24OMY,MAKE THINGS CHEAPER PLEASE,Price
A2LV5QYHH24OMY,like the lay out its easy to follow,Navigation
A34M93NJC830DP,its good,None
A2I3Y0L38HMQLZ,prices go down,Price
A2LV5QYHH24OMY,Mobile checkout process failed repeatedly on iPhone.,Latency
A2I3Y0L38HMQLZ,easy to use,Navigation
A2LV5QYHH24OMY,The prices,Price
A2LV5QYHH24OMY,is this store located in new york ?,None
A2LV5QYHH24OMY,Nothing.,None
A312KFQ78WB3A4,everything is fine,None
A2QN0EGBRGJU1M,Bring back wish lists,MoreFunc
A2LV5QYHH24OMY,i like the layout.,Navigation
A34M93NJC830DP,go away,None
A312KFQ78WB3A4,hello,None
A2LV5QYHH24OMY,EVERYTHING!!!,None
A2I3Y0L38HMQLZ,Great!,None
A312KFQ78WB3A4,great!,None
A2LV5QYHH24OMY,whishlist,MoreFunc
A2LV5QYHH24OMY,make things cheaper.,Price
A1KYGP10BH4FXU,lower prices.,Price
A312KFQ78WB3A4,great!,None
A2LV5QYHH24OMY,No thanks I am in the middle of browsing it.,None
A1LRRDBA84ITCJ,no Plain tops/t-shirts found,Stock
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,doesnt load items,Latency
A2LV5QYHH24OMY,It's great :D,None
A2LV5QYHH24OMY,Put a telephone number so that I can call you.!!,MoreFunc
A312KFQ78WB3A4,have more sizes.,Size
A312KFQ78WB3A4,its nice,None
A2LV5QYHH24OMY,Please&#44; start shipping to Croatia!!,Delivery
A2LV5QYHH24OMY,* *))),None
A312KFQ78WB3A4,cheaper products,Price
A2LV5QYHH24OMY,the site is very good apart from the swimwear there is not enough variety ..,Range
A2LV5QYHH24OMY,Free Delivery,Delivery
A2LV5QYHH24OMY,you could improve securing the items in my basket while i am shopping for other items.,MoreFunc
A1KYGP10BH4FXU,price.,Price
A2I3Y0L38HMQLZ,not impressed,None
A2I3Y0L38HMQLZ,i think some items are overpriced,Price
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,not everyone has got 700 euros for a pair of shoes,Price
A312KFQ78WB3A4,everything,None
A2I3Y0L38HMQLZ,Make the dresses and things cheaper,Price
A2I3Y0L38HMQLZ,lower the pices and have more shoes on the site,Price|Range
A2I3Y0L38HMQLZ,cheaper prices vans in black and white £30 in very!,Price
A2LV5QYHH24OMY,good.,None
A2LV5QYHH24OMY,don't show products that are out of stock.,Stock
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,It's easy to use,Navigation
A2LV5QYHH24OMY,be cheaper,Price
A312KFQ78WB3A4,lower your prices,Price
A1KYGP10BH4FXU,more sweatshirts,Range
A2LV5QYHH24OMY,i like the fact that is quick and simple to use,Navigation
A3SWVCOJPJM7KQ,lower prices on coats please :) xxx,Price
A2I3Y0L38HMQLZ,love everything,Navigation
A34M93NJC830DP,too slow,Latency
A2I3Y0L38HMQLZ,make the font size bigger so i can read it,Navigation
A312KFQ78WB3A4,cheaper delivery.,Delivery
A3SWVCOJPJM7KQ,Lower the prices.,Price
A312KFQ78WB3A4,Add more of the clothes you actually have in store onto your website!,Range
A2LV5QYHH24OMY,get lost,None
A1LRRDBA84ITCJ,make your clothes cheaper.,Price
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,Price,Price
A2QN0EGBRGJU1M,More stock!,Stock
A2LV5QYHH24OMY,ascdvbgh,None
A2LV5QYHH24OMY,I'd like,None
A2LV5QYHH24OMY,why dont you do bigger bra sizes?,Size
A2I3Y0L38HMQLZ,WHERE IS MY PARCEL????????I WROTE HUNDREDS OF QUERIES TO YOU BUT NO RESPONSE RECEIVED TILL NOW!!!!!!!!!!!!!!!!!!PLEASE!!!!GIVE ME!!!!!!A !!!!!!!!!!RESPONSE!!!!!!!!!!!,Delivery
A2LV5QYHH24OMY,delivery is well expensive,Delivery
A312KFQ78WB3A4,i like the layout,Navigation
A2I3Y0L38HMQLZ,TOO DEAR,None
A2LV5QYHH24OMY,I find the reviews particularly helpful and the site in general is clear and easy to navigate.,Navigation
A2I3Y0L38HMQLZ,nothing!,None
A182JW8U6PO60U,It's really easy to navigate,Navigation
A2LV5QYHH24OMY,sorry,None
A2LV5QYHH24OMY,well i really love all your clothes,Products
A2LV5QYHH24OMY,every thing,None
A2LV5QYHH24OMY,COLLEGE TRENDS WOULD BE GREAT,Range
A2LV5QYHH24OMY,let us use voucher cards online!,MoreFunc
A2I3Y0L38HMQLZ,make sure your clothes aren't out of stock!,Stock
A312KFQ78WB3A4,love it,None
A2LV5QYHH24OMY,show sizes produced both in stock and out of stock&#44; this shows if they are produced or not and show colour variation of the product in drop-down box,Stock|MoreFunc
A2I3Y0L38HMQLZ,am very disappointed with your site as was excited about my order for size 5 boots only to be told the following day that you had cancelled my order due to no stock after all .Pamela millar,Stock
A312KFQ78WB3A4,its nice,None
A2I3Y0L38HMQLZ,I like the clean look and feel.,Navigation
A2I3Y0L38HMQLZ,prices go down,Price
A312KFQ78WB3A4,Have more size 3 shoes in stock!!,Stock
A1KYGP10BH4FXU,You guys should have a mobile app!,MoreFunc
A2LV5QYHH24OMY,You can add Laser Card payments as i'm from Ireland and cannot use it on your site!,MoreFunc
A2LV5QYHH24OMY,nothin,None
A2LV5QYHH24OMY,price,Price
A312KFQ78WB3A4,I would like to see a photo of boot on someone,Images
A2LV5QYHH24OMY,SHOW THE EURO PRICES,MoreFunc
A1KYGP10BH4FXU,verthing,None
A2LV5QYHH24OMY,Lower the prices,Price
A2LV5QYHH24OMY,please please please for the love of all things good on this earth lower your prices.,Price
A2LV5QYHH24OMY,catwalk video of items to get better idea of how they move/what they look like,MoreFunc
A2I3Y0L38HMQLZ,super,None
A312KFQ78WB3A4,love it,None
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,FREE DELIVERY,Delivery
A1KYGP10BH4FXU,norway,None
A312KFQ78WB3A4,Balmain military coat,Products
A312KFQ78WB3A4,No complaints to be honest!,None
A1KYGP10BH4FXU,it's nice,None
A2LV5QYHH24OMY,Keep up the good work!,None
A312KFQ78WB3A4,I WANT A BURBERRY COAT :(,Products
A312KFQ78WB3A4,its great,None
A2LV5QYHH24OMY,make delivery cheaper,Delivery
A2I3Y0L38HMQLZ,Its too expensive&#44; make it cheaper.,Price
A2I3Y0L38HMQLZ,Would be great if you could check stock in Irish stores also.,Stock|MoreFunc
A312KFQ78WB3A4,everything,None
A2I3Y0L38HMQLZ,More green,Range
A2LV5QYHH24OMY,BE CHEAPER,Price
A2LV5QYHH24OMY,very good!,None
A1KYGP10BH4FXU,the price,Price
A2LV5QYHH24OMY,It is extremely slow,Latency
A2LV5QYHH24OMY,everything is great,None
A2LV5QYHH24OMY,Show currency value in US dollars..,MoreFunc
A2I3Y0L38HMQLZ,you could a quick shop or something like that,MoreFunc
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,more currency options.,MoreFunc
A2LV5QYHH24OMY,AFFORABLE PRICES&#44;  MORE CULTURE AND ETHICS OF IONDIVIDUALS SOULD BE INVOLVE THANKS,Price|MoreFunc
A2LV5QYHH24OMY,be able to pay with a gift card,MoreFunc
A2LV5QYHH24OMY,It was great :),None
A2LV5QYHH24OMY,State the student discount promotion code at the check out,MoreFunc
A2I3Y0L38HMQLZ,Cheaper delivery!,Delivery
A2LV5QYHH24OMY,Wishlists,MoreFunc
A312KFQ78WB3A4,It's really brilliant.,None
A312KFQ78WB3A4,There are often items still listed that are out of stock.,Stock
A2I3Y0L38HMQLZ,love everything,Navigation
A2LV5QYHH24OMY,price,Price
A1SFABJ4NX5DFY,Add standard descriptions to your collection of jeans!!,MoreFunc
A1LRRDBA84ITCJ,delivery price is too expensive,None
A2LV5QYHH24OMY,the cost of £4 for such a small top to be posted!,Price
A312KFQ78WB3A4,filter price checks,MoreFunc
A312KFQ78WB3A4,Great images and easy to navigate.,Navigation
A2LV5QYHH24OMY,Nothing,None
A312KFQ78WB3A4,lower your prices,Price
AVX3SWFMBEPMZ,get cheaper,Price
A3E157ZN8XPUKJ,very good,None
A2LV5QYHH24OMY,It's great!,None
A2LV5QYHH24OMY,good!!,None
A2QN0EGBRGJU1M,why not free worldwide shipping for all orders?,Delivery
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,I would like to have a wishlist function,MoreFunc
A2LV5QYHH24OMY,its too expensive!,Price
A312KFQ78WB3A4,It would be nice to be able to make a call and speak to a representative in case there is a difficulty while placing an order.,MoreFunc
A2LV5QYHH24OMY,I think that the website is fine&#44; you could possibly add that the items on the website are available in stores,MoreFunc
A2LV5QYHH24OMY,The site is very well presented and organised.,Navigation
A2I3Y0L38HMQLZ,i love the clothes,Products
A2LV5QYHH24OMY,No information supplied about opening hours!!!,MoreFunc
A2I3Y0L38HMQLZ,I really like the light theme..,Navigation
A34M93NJC830DP,go away,None
A312KFQ78WB3A4,cheaper products,Price
A2I3Y0L38HMQLZ,give me free stuff,None
A1KYGP10BH4FXU,The price.,Price
A1KYGP10BH4FXU,not enough choice,Range
A2LV5QYHH24OMY,id would live if u could post the us dollar amount of every item...,MoreFunc
A2LV5QYHH24OMY,eveything is great.,None
A2I3Y0L38HMQLZ,too expensive.,Price
A2QN0EGBRGJU1M,custom orders&#44; browser bar at top because that is a HUGE page to scroll down for options which is only any good if you are on a high resolution screen rather than a standard laptop or netbook or phone!,MoreFunc
A312KFQ78WB3A4,prices!,Price
A2LV5QYHH24OMY,i like the design,Navigation
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,MORE NICE GIRLY CLOTHES,Range
A2I3Y0L38HMQLZ,make it cheaper,Price
A2I3Y0L38HMQLZ,be cheaper.,Price
A2I3Y0L38HMQLZ,take pictures of good looking people for a change!,None
A1KYGP10BH4FXU,more options,MoreFunc
A2I3Y0L38HMQLZ,A bigger selection of gift cards would make me more inclined to buy one,Range
A312KFQ78WB3A4,I honestly have no complaints.,None
A2I3Y0L38HMQLZ,easy to use&#44; selection process is a little slow.,Latency|Navigation
A312KFQ78WB3A4,Have more size 3 shoes in stock!!,Stock
A2I3Y0L38HMQLZ,i think it'd be helpfull if there were different numbers to pick for items per page.,MoreFunc
AVX3SWFMBEPMZ,i like the site because its easy to use&#44; its a simple layout so you don't have to click on 100 things to find what your looking for&#44; within a few clicks its there in front of you,Navigation
A2LV5QYHH24OMY,shoes,Products
A2LV5QYHH24OMY,reduce your prices,Price
A2LV5QYHH24OMY,I don't know.,None
A2LV5QYHH24OMY,Very easy to use.,Navigation
A2LV5QYHH24OMY,inseam of the jeans according to size .,Size
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,I love the site,None
AVX3SWFMBEPMZ,be cheaper!,Price
A2LV5QYHH24OMY,have price in pound sterling not euros!,MoreFunc
A312KFQ78WB3A4,Let people ship to the USA,Delivery
A2QN0EGBRGJU1M,What i like about this site is the easy layout.,Navigation
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,Enabling sort filter by price ascending/descending,MoreFunc
A312KFQ78WB3A4,I honestly have no complaints.,None
A312KFQ78WB3A4,restock the Moto Blue Denim Pini Dress- Blue With more sizes,Size|Stock
A2LV5QYHH24OMY,nothing,None
A2QN0EGBRGJU1M,I think you should make the option of opening the item you want in a new tab or window (ctrl+click / shift+click)&#44; because it's so much easier to shop,MoreFunc
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,its fine,None
A2QN0EGBRGJU1M,Very easy to use,MoreFunc
A2LV5QYHH24OMY,Great value&#44; great service&#44; great product.,Price|Products
A2I3Y0L38HMQLZ,i love it!,None
A2LV5QYHH24OMY,make things cheaper,Price
A1KYGP10BH4FXU,make the clothes cheaper,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,less serious,Navigation
A1KYGP10BH4FXU,and buy something that looks the same is the same material and its cheaper than your prices,None
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,kkkkkk,None
A2LV5QYHH24OMY,all good :),None
AVX3SWFMBEPMZ,But if I was able to find out if my particular size was available in one of the stores in my area it would be great,Size|Stock
A1KYGP10BH4FXU,a bit expensive,Price
A2LV5QYHH24OMY,Otherwise love this site.,None
A312KFQ78WB3A4,i like the new layout,Navigation
A2LV5QYHH24OMY,it is good enough :D,None
A2LV5QYHH24OMY,I think that you should offer a 'what to wear it/how to style it section' such as offered by the personal shopping,MoreFunc
A2LV5QYHH24OMY,love the layout!,Navigation
A2I3Y0L38HMQLZ,plus size,Range|Size
A2LV5QYHH24OMY,Love it!!,None
A1KYGP10BH4FXU,i dont like the prices :):,Price
A2LV5QYHH24OMY,j'ai rien compris pour les tailles :(,None
A2LV5QYHH24OMY,pricing - too expensive,Price
A2LV5QYHH24OMY,cheaper prices,Price
A2I3Y0L38HMQLZ,It has a good layout.,Navigation
A2LV5QYHH24OMY,the prices!,Price
A312KFQ78WB3A4,lower prices,Price
A2I3Y0L38HMQLZ,make it cheaper,Price
A2QN0EGBRGJU1M,now did not received cry,None
A312KFQ78WB3A4,easy to navigate around&#44; I like how you can save items for later!,Navigation
